scene_id,frame_id,scene_description,qa_category,question,answer,cam_front,question_length,answer_length
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",prediction,"Except for the ego vehicle, what object would consider <c5,CAM_FRONT,712.6,361.8> to be most relevant to its decision?",None.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,17,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",prediction,"What kind of traffic sign is <c5,CAM_FRONT,712.6,361.8>?",Traffic light.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,7,2
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Is <c1,CAM_FRONT,714.3,503.6> an object that the ego vehicle should consider in the current scene?",Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions could the ego vehicle take based on <c1,CAM_FRONT,714.3,503.6>? Why take this action and what's the probability?","The action is to brake gently to a stop. The reason is to follow the traffic rules, and the probability is high.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,18,22
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What is the probability of colliding with <c1,CAM_FRONT,714.3,503.6> after the ego vehicle steps on the brakes?",Low.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,16,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions taken by the ego vehicle can lead to a collision with <c1,CAM_FRONT,714.3,503.6>?",Accelerate and go straight.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,4
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Is <c2,CAM_FRONT,993.3,503.3> an object that the ego vehicle should consider in the current scene?",Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions could the ego vehicle take based on <c2,CAM_FRONT,993.3,503.3>? Why take this action and what's the probability?",The action is to brake gently to a stop. The reason is to follow the traffic rules. The probability is high.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,18,21
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What is the probability of colliding with <c2,CAM_FRONT,993.3,503.3> after the ego vehicle steps on the brakes?",Low.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,16,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions taken by the ego vehicle can lead to a collision with <c2,CAM_FRONT,993.3,503.3>?","Accelerate and go straight can lead to a collision with <c2,CAM_FRONT,993.3,503.3>.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,11
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Is <c3,CAM_FRONT,1300.8,531.7> an object that the ego vehicle should consider in the current scene?",Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions could the ego vehicle take based on <c3,CAM_FRONT,1300.8,531.7>? Why take this action and what's the probability?","The action is to brake gently to a stop. The reason is to follow the traffic rules, and the probability is high.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,18,22
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What is the probability of colliding with <c3,CAM_FRONT,1300.8,531.7> after the ego vehicle steps on the brakes?",Low.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,16,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Is <c4,CAM_FRONT,892.5,507.5> an object that the ego vehicle should consider in the current scene?",Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions could the ego vehicle take based on <c4,CAM_FRONT,892.5,507.5>? Why take this action and what's the probability?","The action is to brake gently to a stop. The reason is to follow the traffic rules, which has a high probability.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,18,22
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What is the probability of colliding with <c4,CAM_FRONT,892.5,507.5> after the ego vehicle steps on the brakes?",Low.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,16,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions taken by the ego vehicle can lead to a collision with <c4,CAM_FRONT,892.5,507.5>?",Accelerating and going straight.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,4
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Is it necessary for the ego vehicle to take <c5,CAM_FRONT,712.6,361.8> into account?",Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"Based on <c5,CAM_FRONT,712.6,361.8> in this scene, what is the most possible action of the ego vehicle?",Brake gently to a stop.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,16,5
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,What is the traffic signal that the ego vehicle should pay attention to?,Red light.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,13,2
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,What is the target action of the ego vehicle?,Stationary.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,9,1
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"In this scenario, what are safe actions to take for the ego vehicle?","Brake gently to a stop, brake suddenly, and slightly offset to the left.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,13,13
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"In this scenario, what are dangerous actions to take for the ego vehicle?","Accelerate and go ahead, change to the right lane, and turn right.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,13,12
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,What is the priority of the objects that the ego vehicle should consider?(in descending order),"The priority of the objects that the ego vehicle should consider (in descending order) is <c3,CAM_FRONT,1300.8,531.7>, <c4,CAM_FRONT,892.5,507.5>, <c1,CAM_FRONT,714.3,503.6>, <c2,CAM_FRONT,993.3,503.3>, <c5,CAM_FRONT,712.6,361.8>.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,15,20
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",planning,"What actions taken by the ego vehicle can lead to a collision with <c3,CAM_FRONT,1300.8,531.7>?","Driving towards the front right can lead to a collision with <c3,CAM_FRONT,1300.8,531.7>.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,14,12
54cdaaae372d421fa4734d66f51a8c48,542eaf1fc9b34895a9e55fab57cb4cf4,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",behavior,Predict the behavior of the ego vehicle.,The ego vehicle is going straight. The ego vehicle is driving slowly.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280039162460.jpg,7,12
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the front left of the ego car?,"There are many barriers, three cars, and one pedestrian to the front left of the ego car.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,17
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the cars that are to the front left of the ego car?,Three cars are moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,17,4
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the back of the ego car?,There are two trucks and one car behind the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,10,11
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the trucks that are to the back of the ego car?,Two trucks are moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,16,4
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the front right of the ego car?,There is one truck and many cars to the front right of the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,15
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the truck that is to the front right of the ego car?,The truck to the front right of the ego car is moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,17,12
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the cars that are to the front right of the ego car?,Many cars are moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,17,4
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the front of the ego car?,There is one car in front of the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,10,10
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the car that is to the front of the ego car?,The car in front is moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,16,6
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the back right of the ego car?,There are three traffic cones to the back right of the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,13
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the pedestrian that is to the front left of the ego car?,The pedestrian to the front left of the ego car is moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,17,12
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the status of the car that is to the back of the ego car?,One car is moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,16,4
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are objects to the back left of the ego car?,There is one traffic cone to the back left of the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,13
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there parked trailers to the back left of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there parked cars to the front right of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving trucks to the front right of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving trucks to the back left of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving cars to the front right of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there barriers to the front left of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there traffic cones to the back right of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving cars to the front left of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,12,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving cars to the back of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Are there moving trucks to the back of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,11,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Please describe the current scene.,There is one moving car in front of the ego car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,5,11
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What is the relative positioning of the important objects in the current scene?,"<c4,CAM_FRONT,13.3,475.0> is on the back left of <c1,CAM_FRONT,767.5,513.3>, <c2,CAM_FRONT_RIGHT,420.0,540.0> is on the back right of <c1,CAM_FRONT,767.5,513.3>, <c3,CAM_FRONT_RIGHT,787.5,529.2> is on the back right of <c1,CAM_FRONT,767.5,513.3>, <c4,CAM_FRONT,13.3,475.0> is on the front left of <c2,CAM_FRONT_RIGHT,420.0,540.0>, <c3,CAM_FRONT_RIGHT,787.5,529.2> is on the back right of <c2,CAM_FRONT_RIGHT,420.0,540.0>, and <c4,CAM_FRONT,13.3,475.0> is on the front left of <c3,CAM_FRONT_RIGHT,787.5,529.2>.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,13,49
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,Is there any traffic element in the front view?,"Yes, there are traffic elements in the front view.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,9,9
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"Identify all the traffic elements in the front view, categorize them, determine their status, and predict the bounding box around each one. The output should be a list formatted as (c, s, x1, y1, x2, y2), where c represents the category, s denotes the status, and x1, y1, x2, y2 are the offsets of the top-left and bottom-right corners of the box relative to the center point.","There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, red, 1349.39, 427.87, 1364.41, 458.51), (traffic light, red, 1201.96, 430.33, 1215.54, 459.26), (traffic light, unknown, 1530.22, -0.5, 1600.0, 178.2), (traffic light, red, 796.33, 417.88, 806.52, 452.78), (traffic light, red, 675.57, 330.72, 712.54, 344.54), (traffic light, red, 358.07, 421.3, 372.21, 451.48), (traffic light, unknown, 1415.28, 0.0, 1511.0, 303.81), (traffic light, unknown, 1188.92, 432.49, 1204.51, 458.7), (traffic light, green, 374.27, 421.68, 386.66, 454.39), (traffic light, unknown, 515.37, 428.53, 532.27, 456.6)].",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,67,86
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,What are the important objects in the current scene? Those objects will be considered for the future reasoning and driving decision.,"There is a white sedan car to the front of the ego vehicle, a blue sedan to the front right of the ego vehicle, a white sedan to the front right of the ego vehicle, a white van to the front of the ego vehicle, and a red light to the front of the ego vehicle. The IDs of these objects are <c1,CAM_FRONT,767.5,513.3>, <c2,CAM_FRONT_RIGHT,420.0,540.0>, <c3,CAM_FRONT_RIGHT,787.5,529.2>, <c4,CAM_FRONT,13.3,475.0>, and <c5,CAM_FRONT,710.5,340.9>.",../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,21,68
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the observed status of object <c1,CAM_FRONT,767.5,513.3>?",Moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the moving status of object <c1,CAM_FRONT,767.5,513.3>?",Turn right.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the observed status of object <c2,CAM_FRONT_RIGHT,420.0,540.0>?",Moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the moving status of object <c2,CAM_FRONT_RIGHT,420.0,540.0>?",Going ahead.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the observed status of object <c3,CAM_FRONT_RIGHT,787.5,529.2>?",Moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the moving status of object <c3,CAM_FRONT_RIGHT,787.5,529.2>?",Going ahead.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the observed status of object <c4,CAM_FRONT,13.3,475.0>?",Moving.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,1
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the moving status of object <c4,CAM_FRONT,13.3,475.0>?",Going ahead.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,8,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the visual description of <c1,CAM_FRONT,767.5,513.3>?",White sedan car.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,7,3
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the visual description of <c2,CAM_FRONT_RIGHT,420.0,540.0>?",Blue sedan.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,7,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the visual description of <c3,CAM_FRONT_RIGHT,787.5,529.2>?",White sedan.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,7,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the visual description of <c4,CAM_FRONT,13.3,475.0>?",White van.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,7,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",perception,"What is the visual description of <c5,CAM_FRONT,710.5,340.9>?",Red light.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,7,2
54cdaaae372d421fa4734d66f51a8c48,1b45a97a0e5e49fe9cd345dd4bd729c3,"The ego vehicle proceeds along the current road, coming to a halt at the traffic light intersection.",prediction,"Is <c1,CAM_FRONT,767.5,513.3> a traffic sign or a road barrier?",No.,../nuscenes/samples/CAM_FRONT/n015-2018-08-03-15-00-36+0800__CAM_FRONT__1533280042612460.jpg,9,1
